voter_id,name,age,gender,race,income,location,party,abortion_view,gun_control_view,immigration_view,voted_last_election
9383298,Joseph Smith,71,Male,White,Middle,Urban,Republican,-1.8,-3.0,-1.7,True
96630873,Joseph Wilson,44,Male,White,Middle,Rural,Republican,-2.9,-2.5,-1.5,False
70463900,Sofia Torres,46,Female,Hispanic,Middle,Urban,Democrat,2.1,1.3,1.2,True
15368565,Patricia Rodriguez,90,Female,White,High,Urban,Republican,-1.2,-2.1,-1.8,True
51885162,Michael Miller,36,Male,White,High,Suburban,Republican,-2.9,-2.6,-2.0,True
13428546,John Johnson,52,Male,White,Middle,Suburban,Republican,-2.4,-2.5,-2.8,True
54414916,John Rodriguez,49,Male,White,Middle,Suburban,Republican,-2.5,-1.2,-1.8,False
68662451,Michael Williams,27,Male,White,High,Suburban,Republican,-3.0,-3.0,-0.8,False
47293216,James Brown,69,Male,White,Low,Suburban,Republican,-2.2,-2.5,-2.0,False
91366255,Elizabeth Jones,58,Female,White,Middle,Urban,Democrat,2.6,2.1,1.6,True
59591229,Ana Rodriguez,60,Female,Hispanic,Middle,Urban,Democrat,2.0,1.6,1.4,False
73743738,Marcus Davis,43,Male,Black,Low,Suburban,Democrat,1.7,2.2,2.8,True
98725269,Richard Brown,82,Male,White,Middle,Rural,Republican,-2.7,-1.7,-1.8,True
88975003,Elizabeth Brown,49,Female,White,Low,Urban,Republican,-1.6,-2.7,-1.6,False
78374107,Juana Sanchez,49,Female,Hispanic,Middle,Suburban,Democrat,3.0,1.6,1.2,False
83173630,James Davis,80,Male,White,High,Suburban,Republican,-3.0,-2.0,-1.8,False
94909253,James Miller,37,Male,White,Middle,Urban,Republican,-2.9,-2.7,-2.9,False
18980434,John Rodriguez,56,Male,White,Middle,Urban,Republican,-2.1,-1.8,-1.8,True
42316872,Joseph Brown,30,Male,White,Middle,Urban,Republican,-2.2,-1.8,-2.1,True
95573204,Ebony Williams,27,Female,Black,Middle,Urban,Democrat,2.8,2.2,0.7,True
52818645,Susan Rodriguez,32,Female,White,Middle,Suburban,Democrat,2.4,2.2,0.9,True
72570027,Patricia Miller,69,Female,White,High,Urban,Republican,-0.8,-2.3,-3.0,False
37957198,Carlos Garcia,26,Male,Hispanic,High,Suburban,Republican,-1.9,-2.4,-1.7,True
89941732,Michael Rodriguez,54,Male,White,Middle,Rural,Republican,-1.6,-3.0,-2.9,True
42051180,LaToya Moore,88,Female,Black,High,Urban,Republican,-1.6,-2.8,-1.8,True
48407218,James Rodriguez,20,Male,White,High,Suburban,Republican,-2.3,-1.5,-2.3,False
87720593,Richard Garcia,27,Male,White,Middle,Suburban,Republican,-2.7,-2.5,-2.1,False
837279,Joseph Smith,68,Male,White,Low,Urban,Republican,-2.3,-1.9,-1.9,True
7731922,Charles Johnson,89,Male,White,Middle,Rural,Republican,-2.7,-2.1,-2.6,True
62887245,Susan Garcia,18,Female,White,Middle,Rural,Republican,-1.8,-2.6,-1.7,True
20205447,Nancy Smith,90,Female,White,High,Urban,Republican,-1.3,-2.1,-2.3,True
49928311,Mary Rodriguez,44,Female,White,Middle,Urban,Republican,-2.1,-1.9,-2.9,False
24421043,Elizabeth Jones,85,Female,White,High,Urban,Democrat,2.9,1.9,1.5,True
12275587,Mary Johnson,75,Female,White,Middle,Suburban,Democrat,2.7,1.9,1.9,True
16882149,Ebony Moore,43,Female,Black,Low,Suburban,Democrat,1.3,2.7,1.8,True
15474812,Sarah Miller,19,Female,White,High,Urban,Republican,-2.5,-2.1,-2.6,True
70481061,Elena Garcia,66,Female,Hispanic,Low,Urban,Democrat,2.0,1.4,2.4,True
91012715,Nancy Smith,63,Female,White,Low,Suburban,Republican,-0.8,-1.7,-2.7,False
29757693,James Miller,32,Male,White,Middle,Suburban,Republican,-2.2,-1.5,-3.0,False
17526816,Sun Kim,32,Female,Asian,Middle,Urban,Democrat,1.6,2.3,1.6,True
29867254,Carmen Sanchez,78,Female,Hispanic,Low,Urban,Democrat,3.0,3.0,1.1,False
15520699,Wang Min,71,Female,Asian,Middle,Urban,Democrat,2.6,2.0,1.5,True
4665118,Mary Rodriguez,33,Female,White,Low,Urban,Republican,-2.0,-2.2,-1.3,True
80863306,Linda Smith,47,Female,White,Low,Rural,Independent,-1.4,-1.2,-0.3,False
97304229,Jessica Garcia,48,Female,White,Middle,Urban,Republican,-1.3,-2.8,-2.8,True
56923464,Nia Anderson,44,Female,Black,Middle,Rural,Democrat,1.9,1.7,1.7,True
23736332,Charles Jones,29,Male,White,Middle,Urban,Republican,-2.6,-2.6,-1.9,False
51145371,Teresa Lopez,33,Female,Hispanic,Middle,Suburban,Democrat,2.0,2.3,1.2,True
52204951,Antonio Torres,64,Male,Hispanic,Low,Urban,Republican,-1.2,-2.2,-1.3,False
19713021,Jennifer Williams,43,Female,White,High,Urban,Democrat,1.9,1.3,1.3,True
92413564,Jessica Jones,44,Female,White,Middle,Urban,Republican,-2.5,-3.0,-2.3,True
76766766,Elizabeth Wilson,69,Female,White,Low,Rural,Republican,-2.0,-2.3,-2.4,False
70204653,Jessica Jones,31,Female,White,Low,Rural,Republican,-2.2,-2.5,-2.1,True
36617497,Jessica Smith,64,Female,White,Middle,Suburban,Republican,-1.7,-2.2,-2.5,True
51823137,Darius Brown,64,Male,Black,Low,Rural,Democrat,0.6,1.3,2.3,False
25454214,Jesus Perez,61,Male,Hispanic,Middle,Rural,Independent,2.9,-3.0,-1.5,True
34392721,Imani Williams,75,Female,Black,High,Urban,Democrat,1.5,1.2,2.4,True
56102043,Hye Lee,25,Female,Asian,Middle,Rural,Democrat,2.6,1.8,0.7,True
49849103,LaToya Davis,37,Female,Black,Middle,Urban,Democrat,2.0,1.8,2.2,True
24981653,Hee Song,21,Female,Asian,Low,Rural,Democrat,2.7,1.7,2.8,False
59482410,Mary Brown,90,Female,White,Low,Suburban,Democrat,2.2,2.6,1.6,True
71967332,Nancy Smith,87,Female,White,Middle,Suburban,Republican,-1.6,-2.7,-2.1,False
82803199,Jesus Perez,83,Male,Hispanic,High,Urban,Independent,1.4,0.7,-0.7,True
99611840,Karen Jones,41,Female,White,Middle,Rural,Democrat,1.4,1.7,1.1,True
45365863,Michael Rodriguez,72,Male,White,Middle,Suburban,Republican,-2.5,-2.3,-2.3,False
41947539,William Rodriguez,46,Male,White,Low,Urban,Democrat,2.6,2.7,1.7,True
69764487,Sofia Torres,90,Female,Hispanic,Middle,Urban,Democrat,1.6,2.1,1.5,True
56811580,Sunita Patel,32,Female,Asian,Middle,Suburban,Democrat,2.0,0.9,1.2,True
73112091,Yeon Yoon,29,Female,Asian,High,Urban,Republican,-1.4,-2.7,-1.8,True
89141769,Darius Wilson,40,Male,Black,High,Urban,Republican,-2.1,-2.8,-2.3,False
16731800,John Jones,29,Male,White,High,Suburban,Republican,-1.9,-2.2,-1.6,True
8047887,Susan Jones,51,Female,White,Low,Rural,Democrat,1.7,1.6,2.2,False
47637899,Nancy Davis,49,Female,White,Low,Urban,Republican,-2.4,-2.1,-3.0,False
87725329,Darnell Jones,83,Male,Black,High,Rural,Republican,-2.1,-1.8,-2.2,True
72997384,James Brown,64,Male,White,High,Urban,Republican,-2.4,-2.9,-2.6,True
60129131,Elizabeth Johnson,59,Female,White,Low,Rural,Democrat,1.9,1.6,1.8,True
91920291,Malik Davis,43,Male,Black,Middle,Urban,Democrat,0.9,2.5,1.7,True
3173197,Shanice Wilson,59,Female,Black,Middle,Urban,Democrat,2.8,1.8,1.9,False
87020843,Sarah Miller,80,Female,White,Middle,Urban,Democrat,1.9,2.2,2.1,True
17171552,Luis Lopez,66,Male,Hispanic,Low,Urban,Independent,-1.1,0.1,2.6,True
93447895,William Jones,30,Male,White,Low,Urban,Republican,-2.4,-3.0,-1.4,False
98806370,Elizabeth Wilson,39,Female,White,Middle,Urban,Democrat,1.6,2.0,1.9,False
11649982,Robert Rodriguez,48,Male,White,Low,Urban,Democrat,2.3,2.2,1.6,False
53364807,Charles Rodriguez,29,Male,White,Middle,Suburban,Republican,-2.0,-1.8,-1.8,False
96837967,Jennifer Rodriguez,79,Female,White,Middle,Rural,Republican,-1.9,-3.0,-2.1,False
19489500,Keisha Johnson,47,Female,Black,Middle,Suburban,Democrat,2.4,1.3,3.0,True
43654630,Thomas Garcia,90,Male,White,Low,Suburban,Republican,-3.0,-2.6,-1.8,True
78288699,Michael Miller,35,Male,White,Middle,Suburban,Republican,-3.0,-2.0,-2.7,True
87215645,Sarah Davis,30,Female,White,Middle,Urban,Democrat,1.6,2.5,1.8,False
60071478,Rosa Sanchez,33,Female,Hispanic,High,Urban,Independent,0.3,-2.8,2.5,True
39515205,Thomas Davis,34,Male,White,Low,Suburban,Republican,-2.3,-2.5,-1.3,True
77122369,Mary Brown,62,Female,White,Middle,Urban,Republican,-2.5,-2.7,-2.3,True
12102329,Robert Johnson,42,Male,White,Low,Suburban,Republican,-2.2,-1.9,-2.2,True
79844379,Nancy Williams,27,Female,White,Middle,Urban,Republican,-2.4,-2.7,-2.4,False
50978510,Sofia Torres,79,Female,Hispanic,Middle,Urban,Democrat,1.9,3.0,2.7,True
5030781,Nancy Wilson,42,Female,White,Low,Suburban,Democrat,2.5,1.3,1.4,False
76107374,Miguel Gonzalez,77,Male,Hispanic,Low,Urban,Republican,-2.3,-2.0,-1.9,False
41501091,Jose Martinez,67,Male,Hispanic,Middle,Urban,Democrat,1.7,1.2,0.7,True
24916809,Sun Song,69,Female,Asian,Middle,Suburban,Republican,-1.3,-2.4,-1.8,True
42428401,Sarah Rodriguez,48,Female,White,Middle,Suburban,Democrat,2.0,2.3,1.6,False
99050115,Nancy Rodriguez,36,Female,White,Middle,Suburban,Republican,-2.2,-1.9,-2.0,True
43647787,Elena Martinez,59,Female,Hispanic,Low,Urban,Democrat,2.8,1.6,2.5,False
48737800,Sung Yoon,31,Male,Asian,Middle,Rural,Democrat,3.0,1.9,1.6,True
68983149,Sarah Davis,41,Female,White,Middle,Suburban,Independent,-1.4,-0.6,-0.5,True
17418777,Charles Brown,25,Male,White,Low,Rural,Republican,-3.0,-2.6,-2.3,False
51944607,Karen Johnson,84,Female,White,Low,Urban,Democrat,0.9,2.2,1.0,True
66787166,Nancy Johnson,30,Female,White,Middle,Urban,Republican,-1.3,-2.3,-2.1,True
33449930,Jessica Brown,34,Female,White,High,Urban,Republican,-2.5,-2.3,-2.3,True
34248218,Karen Davis,47,Female,White,Low,Rural,Republican,-1.0,-1.8,-1.7,True
56681974,Zhang Jian,74,Male,Asian,High,Urban,Democrat,1.9,2.6,1.2,True
98419974,Zhao Ying,58,Female,Asian,Middle,Suburban,Republican,-1.9,-2.3,-2.0,False
97782850,Nancy Jones,39,Female,White,Low,Urban,Republican,-1.7,-2.2,-1.3,False
24612696,Elizabeth Rodriguez,18,Female,White,Low,Urban,Democrat,2.0,1.0,0.9,False
72322743,Jennifer Smith,49,Female,White,Low,Urban,Democrat,1.9,2.3,1.4,True
83408041,Juana Lopez,30,Female,Hispanic,Low,Urban,Democrat,2.1,1.4,3.0,False
69655145,Andre Johnson,58,Male,Black,Middle,Urban,Democrat,2.4,1.6,1.7,True
10858979,Robert Williams,83,Male,White,Middle,Suburban,Republican,-3.0,-2.3,-2.2,False
74607244,Thomas Johnson,48,Male,White,High,Suburban,Republican,-1.7,-2.4,-1.1,False
43486390,Charles Brown,55,Male,White,Low,Suburban,Republican,-1.9,-1.8,-1.5,True
6754798,Karen Davis,61,Female,White,Middle,Urban,Democrat,3.0,1.3,1.8,False
28575214,Darnell Davis,21,Male,Black,Middle,Urban,Democrat,1.4,1.5,3.0,True
37733136,Joseph Garcia,51,Male,White,Middle,Rural,Republican,-1.2,-1.6,-1.8,True
56173387,Carlos Garcia,22,Male,Hispanic,Middle,Urban,Republican,-2.6,-1.5,-1.5,False
69914805,William Jones,60,Male,White,High,Suburban,Democrat,1.5,2.0,1.0,True
94294840,Patricia Johnson,69,Female,White,Low,Urban,Democrat,2.8,2.2,1.4,True
24934368,James Rodriguez,67,Male,White,Low,Urban,Republican,-3.0,-1.8,-2.7,False
5191191,David Miller,45,Male,White,Middle,Urban,Republican,-2.5,-2.8,-1.8,True
7313290,Nia Moore,78,Female,Black,Middle,Urban,Democrat,2.1,0.4,1.9,False
32909227,Juan Lopez,86,Male,Hispanic,High,Urban,Democrat,2.0,2.3,1.5,True
37719397,Alejandro Ramirez,43,Male,Hispanic,Low,Rural,Republican,-1.6,-3.0,-2.7,False
69061357,Marcus Anderson,51,Male,Black,Middle,Suburban,Democrat,3.0,2.9,1.6,False
56541740,Zhang Hao,65,Male,Asian,High,Urban,Republican,-3.0,-2.0,-1.4,False
52942294,Charles Miller,54,Male,White,High,Urban,Republican,-2.4,-1.9,-1.7,False
81959437,Robert Miller,81,Male,White,Middle,Suburban,Republican,-2.4,-2.2,-1.7,False
75446192,Ebony Jackson,64,Female,Black,Low,Urban,Democrat,1.2,1.4,1.6,False
132316,Ebony Davis,88,Female,Black,Low,Urban,Democrat,1.7,3.0,1.3,False
13475230,Thomas Smith,74,Male,White,High,Rural,Republican,-2.8,-2.0,-2.3,True
62659197,William Miller,38,Male,White,Low,Rural,Republican,-3.0,-2.9,-2.3,True
38003036,Michael Brown,20,Male,White,Middle,Urban,Republican,-1.6,-2.0,-2.1,False
26691839,Li Lan,62,Female,Asian,Low,Urban,Democrat,2.7,1.2,0.5,False
61438469,Maria Garcia,64,Female,Hispanic,Middle,Urban,Democrat,3.0,0.7,1.5,True
91338590,Charles Garcia,28,Male,White,Low,Urban,Republican,-2.3,-1.7,-2.3,False
7207207,William Smith,68,Male,White,High,Urban,Republican,-2.0,-1.7,-1.6,False
77219522,Robert Williams,48,Male,White,Middle,Rural,Independent,-0.7,0.9,2.9,False
44298483,Terrell Brown,25,Male,Black,Low,Suburban,Democrat,1.7,2.2,1.0,True
35356395,Elizabeth Rodriguez,87,Female,White,Middle,Suburban,Democrat,2.0,2.0,1.6,True
288281,Michael Wilson,40,Male,White,Middle,Urban,Republican,-2.0,-2.2,-2.0,False
71280157,Thomas Jones,46,Male,White,Middle,Urban,Independent,0.5,0.8,-1.7,True
36277795,Rafael Sanchez,67,Male,Hispanic,High,Urban,Republican,-2.3,-2.6,-2.3,True
8242530,LaToya Jackson,38,Female,Black,Middle,Rural,Democrat,2.7,2.1,2.1,False
59744893,Andre Johnson,20,Male,Black,High,Urban,Republican,-1.2,-3.0,-2.1,False
45966669,Juana Lopez,73,Female,Hispanic,High,Urban,Independent,-1.1,0.6,0.8,False
3317120,Patricia Davis,35,Female,White,High,Suburban,Democrat,1.1,2.3,1.7,False
4301657,Guadalupe Gonzalez,31,Female,Hispanic,High,Urban,Republican,-1.6,-2.4,-1.4,True
69324530,James Wilson,41,Male,White,Middle,Urban,Republican,-2.7,-1.5,-2.2,False
95214924,Joseph Williams,79,Male,White,Low,Suburban,Republican,-2.0,-2.8,-1.3,False
77488637,Liu Jian,27,Male,Asian,Middle,Urban,Democrat,1.0,2.8,1.3,True
99618781,Patricia Wilson,38,Female,White,Middle,Rural,Democrat,3.0,1.9,2.1,True
1328875,Elizabeth Williams,59,Female,White,High,Suburban,Democrat,1.5,2.0,1.7,False
55750979,Mary Jones,55,Female,White,High,Rural,Republican,-2.1,-3.0,-2.8,False
14676284,David Brown,48,Male,White,Middle,Suburban,Democrat,2.3,1.9,2.3,True
9467799,Sarah Jones,41,Female,White,Middle,Urban,Democrat,2.2,3.0,1.8,True
72985738,John Jones,39,Male,White,Low,Suburban,Republican,-2.4,-2.7,-2.1,False
58514229,Huang Ying,83,Female,Asian,High,Urban,Democrat,3.0,1.1,1.5,False
6868863,Patricia Garcia,79,Female,White,Middle,Rural,Republican,-1.5,-2.0,-1.6,True
62512188,Joseph Smith,38,Male,White,Middle,Urban,Republican,-3.0,-3.0,-2.2,True
90435960,Joseph Rodriguez,27,Male,White,High,Urban,Republican,-2.0,-2.9,-2.6,False
14059336,Darius Jackson,24,Male,Black,Middle,Urban,Democrat,1.7,2.2,2.4,False
59329607,Meera Das,57,Female,Asian,Low,Urban,Democrat,2.5,1.9,2.0,True
88380287,Francisco Martinez,42,Male,Hispanic,Low,Urban,Democrat,1.5,2.5,1.9,True
7450790,Jesus Sanchez,67,Male,Hispanic,Low,Suburban,Republican,-2.3,-3.0,-1.3,True
64218296,Susan Miller,22,Female,White,Middle,Suburban,Independent,-0.5,-0.2,1.8,False
26587735,Wu Feng,28,Male,Asian,Middle,Urban,Independent,0.3,-2.5,0.4,False
38274759,Mary Williams,27,Female,White,Middle,Rural,Democrat,2.5,3.0,2.0,False
3881228,Ji Jung,40,Female,Asian,Middle,Urban,Democrat,2.4,2.3,0.6,False
77683624,Rafael Perez,22,Male,Hispanic,Middle,Urban,Democrat,2.6,2.3,2.1,False
21345771,Rafael Rodriguez,20,Male,Hispanic,Middle,Suburban,Democrat,2.6,1.3,2.3,False
49445075,Richard Williams,34,Male,White,High,Urban,Republican,-2.9,-2.5,-1.4,True
3421095,Patricia Smith,53,Female,White,Middle,Urban,Democrat,2.9,2.3,2.0,True
17567880,Latasha Johnson,63,Female,Black,Middle,Urban,Democrat,2.3,1.3,0.8,True
10801448,Sofia Rodriguez,55,Female,Hispanic,High,Rural,Democrat,2.5,2.2,0.7,True
51361820,Susan Jones,35,Female,White,High,Urban,Republican,-2.5,-2.9,-2.6,True
35273926,Karen Williams,49,Female,White,Middle,Urban,Democrat,3.0,2.6,1.1,False
12299109,Elizabeth Smith,47,Female,White,Middle,Urban,Democrat,2.7,1.9,1.6,True
68719422,James Smith,33,Male,White,Low,Urban,Republican,-2.8,-2.3,-1.9,True
71386850,John Jones,75,Male,White,High,Rural,Republican,-2.3,-2.2,-2.5,False
94415166,Linda Johnson,41,Female,White,Middle,Urban,Republican,-1.3,-3.0,-1.2,True
65321891,John Garcia,78,Male,White,Middle,Rural,Republican,-2.1,-3.0,-2.9,False
42552861,Robert Rodriguez,39,Male,White,Middle,Urban,Democrat,0.9,3.0,0.6,False
67842618,Joseph Rodriguez,65,Male,White,Middle,Urban,Republican,-3.0,-3.0,-2.2,False
18490947,Nancy Williams,63,Female,White,Middle,Urban,Republican,-1.7,-2.9,-1.5,True
16065605,Wang Mei,36,Female,Asian,Middle,Rural,Democrat,3.0,2.0,1.6,False
61786810,Robert Garcia,83,Male,White,Middle,Suburban,Republican,-1.5,-1.3,-2.9,True
36775608,John Garcia,51,Male,White,Low,Suburban,Democrat,2.8,2.9,3.0,True
18254549,Elizabeth Garcia,73,Female,White,Middle,Urban,Democrat,2.2,2.5,2.4,True
21410044,Richard Garcia,48,Male,White,Middle,Urban,Democrat,2.6,3.0,2.3,True
49053908,Nancy Rodriguez,38,Female,White,Low,Urban,Republican,-2.1,-1.6,-2.2,False
82265948,Michael Miller,26,Male,White,High,Urban,Republican,-2.9,-1.4,-2.5,False
93158928,Patricia Rodriguez,20,Female,White,Low,Urban,Democrat,2.7,3.0,2.7,False
31124622,Mary Rodriguez,64,Female,White,Middle,Urban,Republican,-2.0,-2.6,-1.7,True
78188611,Jessica Williams,53,Female,White,Low,Urban,Republican,-1.1,-2.6,-1.2,False
80375025,Nancy Davis,39,Female,White,Low,Urban,Democrat,1.8,1.7,1.9,False
83857535,Joseph Garcia,30,Male,White,High,Suburban,Republican,-3.0,-2.2,-1.5,False
66444169,Nancy Williams,67,Female,White,Low,Urban,Democrat,2.6,0.9,1.5,True
16816709,Thomas Davis,87,Male,White,Middle,Urban,Republican,-1.1,-1.9,-2.1,True
87548057,James Jones,40,Male,White,High,Urban,Republican,-1.6,-2.1,-1.4,True
62228356,Mary Johnson,49,Female,White,Middle,Urban,Democrat,1.8,1.4,1.1,True
74532306,Joseph Garcia,78,Male,White,High,Urban,Republican,-2.0,-1.9,-1.8,True
32900498,Patricia Smith,25,Female,White,Low,Urban,Republican,-2.5,-2.8,-0.9,True
35340352,Carlos Sanchez,88,Male,Hispanic,Middle,Urban,Democrat,2.3,2.1,1.4,True
69239750,Elizabeth Johnson,47,Female,White,Low,Rural,Republican,-2.0,-2.0,-1.6,False
11733859,Sofia Rodriguez,87,Female,Hispanic,Middle,Urban,Democrat,2.6,2.1,1.2,True
23739465,Tamika Moore,46,Female,Black,High,Suburban,Republican,-1.4,-2.0,-1.6,True
71525431,Jessica Williams,85,Female,White,High,Urban,Democrat,3.0,1.7,2.5,False
21416708,Sofia Lopez,54,Female,Hispanic,High,Urban,Republican,-2.0,-3.0,-1.0,False
81247683,Imani Jackson,89,Female,Black,Middle,Urban,Democrat,3.0,2.1,1.8,False
46328860,Linda Williams,48,Female,White,Middle,Urban,Democrat,2.4,2.6,2.7,False
72330849,Rosa Martinez,43,Female,Hispanic,High,Urban,Democrat,3.0,2.6,2.4,True
33710514,Darnell Moore,41,Male,Black,Middle,Urban,Democrat,2.6,1.9,1.5,False
90017406,Mary Johnson,20,Female,White,High,Urban,Republican,-1.5,-2.7,-2.0,False
25918411,Maria Martinez,55,Female,Hispanic,Middle,Urban,Democrat,2.0,2.2,1.4,False
87329643,Francisco Gonzalez,83,Male,Hispanic,Middle,Urban,Democrat,2.6,2.4,2.6,True
24533082,Sarah Jones,56,Female,White,Low,Urban,Democrat,1.9,1.9,1.9,False
66919854,Elena Torres,87,Female,Hispanic,Middle,Urban,Democrat,2.2,2.8,1.6,True
77524601,James Miller,90,Male,White,Middle,Suburban,Republican,-3.0,-2.6,-1.3,True
31561904,Patricia Garcia,21,Female,White,Low,Rural,Republican,-2.2,-3.0,-2.3,False
71511444,Alejandro Gonzalez,76,Male,Hispanic,Middle,Urban,Democrat,1.0,1.1,1.5,True
15573786,Patricia Wilson,67,Female,White,Low,Urban,Democrat,2.7,2.2,2.0,True
93396100,Jose Torres,58,Male,Hispanic,Middle,Urban,Democrat,1.3,3.0,1.6,True
2862787,Isabel Ramirez,82,Female,Hispanic,High,Urban,Republican,-2.5,-2.3,-1.8,True
99169579,Juana Perez,61,Female,Hispanic,Low,Urban,Democrat,1.7,1.6,0.4,True
28051509,Mary Williams,59,Female,White,Middle,Suburban,Democrat,1.9,2.2,2.6,True
96477294,Na Kim,81,Female,Asian,Middle,Urban,Democrat,2.4,2.1,2.1,True
20937301,Nancy Davis,64,Female,White,Middle,Urban,Republican,-1.7,-3.0,-2.9,False
44481282,Karen Garcia,20,Female,White,Middle,Suburban,Republican,-1.8,-1.7,-3.0,False
1643345,Latasha Brown,82,Female,Black,Middle,Urban,Democrat,2.3,1.0,1.6,True
3533522,Keisha Jones,58,Female,Black,Middle,Rural,Republican,-1.9,-1.6,-2.6,False
67526085,Imani Anderson,37,Female,Black,Middle,Suburban,Democrat,2.8,1.7,2.3,True
50149491,Keisha Brown,67,Female,Black,Middle,Suburban,Democrat,2.1,2.3,1.7,False
8207931,William Wilson,88,Male,White,High,Urban,Democrat,1.6,1.0,1.4,True
3399327,Sofia Lopez,72,Female,Hispanic,Low,Urban,Democrat,2.6,1.9,2.2,True
53600355,John Wilson,80,Male,White,Middle,Urban,Republican,-3.0,-2.9,-1.2,True
29309292,Susan Miller,39,Female,White,Low,Urban,Republican,-1.5,-2.3,-2.3,True
49944505,Robert Brown,54,Male,White,High,Suburban,Republican,-2.0,-2.6,-2.0,False
54263896,John Rodriguez,69,Male,White,Middle,Rural,Republican,-3.0,-3.0,-2.0,False
24040721,Patricia Johnson,55,Female,White,High,Suburban,Republican,-2.3,-1.9,-1.4,False
72435857,Zhang Lan,82,Female,Asian,Middle,Urban,Independent,0.8,1.0,-0.1,False
3682833,Karen Miller,87,Female,White,Low,Urban,Democrat,2.2,2.2,1.4,True
8586626,Darnell Williams,69,Male,Black,Middle,Rural,Democrat,1.3,2.8,1.9,True
37009821,Susan Jones,90,Female,White,Middle,Rural,Democrat,2.2,1.8,1.9,False
62861565,Darnell Moore,39,Male,Black,Low,Rural,Democrat,1.5,1.3,2.0,False
11519479,Maya Choudhury,35,Female,Asian,Middle,Rural,Republican,-2.4,-1.3,-2.9,False
5517171,Thomas Miller,78,Male,White,Middle,Suburban,Republican,-2.3,-3.0,-1.4,False
88910475,David Garcia,56,Male,White,Middle,Rural,Republican,-2.4,-3.0,-1.0,True
70368208,Yang Lan,22,Female,Asian,Low,Urban,Democrat,2.1,1.6,2.7,True
54994003,Sarah Rodriguez,82,Female,White,Middle,Urban,Republican,-2.5,-2.3,-2.6,False
19301597,Sarah Miller,48,Female,White,Low,Rural,Democrat,3.0,2.5,1.0,True
64684624,Linda Wilson,55,Female,White,Low,Suburban,Democrat,1.4,1.7,2.3,True
90261390,Joseph Williams,54,Male,White,High,Urban,Republican,-3.0,-1.3,-1.8,True
67608937,Jennifer Jones,72,Female,White,High,Rural,Republican,-2.5,-2.6,-1.6,True
51612148,John Wilson,47,Male,White,High,Urban,Republican,-2.8,-1.8,-2.2,True
82238709,Patricia Miller,90,Female,White,Middle,Rural,Republican,-2.2,-1.3,-2.7,False
25883597,Nancy Wilson,62,Female,White,Middle,Rural,Democrat,3.0,0.9,2.0,True
29285949,Charles Jones,40,Male,White,Low,Urban,Independent,-1.3,-1.1,0.2,False
97950742,Nia Williams,18,Female,Black,Middle,Suburban,Democrat,1.8,2.7,2.0,False
32082844,DeShawn Taylor,70,Male,Black,Low,Rural,Democrat,1.5,2.2,2.4,True
36121896,Juana Lopez,51,Female,Hispanic,Low,Urban,Democrat,2.0,2.0,1.8,True
730356,Tyrone Jackson,72,Male,Black,Middle,Urban,Democrat,2.0,2.3,0.6,True
84470406,Karen Rodriguez,37,Female,White,Middle,Suburban,Democrat,2.2,2.5,1.2,False
88985930,Mi Lee,35,Female,Asian,Low,Urban,Democrat,2.0,3.0,1.3,True
35814164,Li Lei,65,Male,Asian,Middle,Urban,Republican,-1.9,-2.2,-2.1,True
30872254,Guadalupe Sanchez,83,Female,Hispanic,Middle,Suburban,Republican,-2.1,-1.1,-2.5,True
43712340,Jennifer Davis,30,Female,White,Low,Suburban,Republican,-2.4,-2.3,-2.5,True
28091954,Joseph Smith,60,Male,White,Middle,Rural,Republican,-1.7,-1.6,-2.8,False
16381546,Mary Wilson,43,Female,White,High,Suburban,Democrat,1.9,2.2,1.7,True
85126635,James Rodriguez,79,Male,White,Low,Urban,Democrat,2.1,0.5,0.8,True
6667702,Ana Rodriguez,75,Female,Hispanic,Middle,Urban,Democrat,1.9,1.9,1.5,False
94952721,Michael Miller,36,Male,White,High,Suburban,Republican,-3.0,-2.0,-1.5,False
31732101,Robert Jones,72,Male,White,Middle,Suburban,Democrat,2.2,2.9,2.3,True
50325636,Sofia Lopez,82,Female,Hispanic,Low,Suburban,Democrat,2.7,2.9,1.4,True
36133921,Yang Bin,69,Male,Asian,Low,Rural,Republican,-2.1,-1.9,-2.6,False
38353110,Aaliyah Taylor,55,Female,Black,Low,Rural,Democrat,2.5,2.2,0.3,True
49285582,William Smith,41,Male,White,Middle,Urban,Republican,-3.0,-2.9,-2.1,False
12812641,Jessica Garcia,46,Female,White,Low,Rural,Democrat,3.0,2.1,2.6,True
77241991,Jessica Rodriguez,57,Female,White,High,Rural,Republican,-1.9,-2.8,-1.5,True
72302247,Thomas Johnson,48,Male,White,High,Suburban,Republican,-2.6,-2.2,-3.0,True
33946412,John Johnson,71,Male,White,Low,Suburban,Republican,-3.0,-3.0,-1.6,True
45723008,Charles Miller,76,Male,White,Middle,Rural,Republican,-1.8,-1.7,-2.0,True
57370422,Aaliyah Brown,62,Female,Black,Middle,Suburban,Republican,-2.5,-2.3,-1.9,True
93381771,Joseph Johnson,55,Male,White,Middle,Urban,Democrat,2.1,2.0,1.9,True
65565083,John Williams,28,Male,White,Low,Suburban,Republican,-1.3,-1.4,-1.5,False
99832761,James Jones,73,Male,White,Low,Urban,Republican,-3.0,-2.2,-2.3,True
42368590,Juan Garcia,35,Male,Hispanic,Middle,Suburban,Republican,-1.3,-3.0,-3.0,False
